Run	Assay_Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center_Name	Collection_date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_continent_or_ocean	geo_loc_name	Altitude/Depth	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample_Name	SRA Study	BioSampleModel	lat_lon	Library Name	env_biome	env_feature	env_material	Investigation_type	project_name	Host	sample_title	Description	env_type
SRR12487004	WGS	302	18092453070	PRJNA658184	SAMN15860800	8069486796	CHUNG-ANG UNIVERSITY	30/04/2021	public	fastq,sra	s3,gs	gs.US,s3.us-east-1	SRX8978843	South Korea	Asia	Korea:Seongju		HiSeq X Ten	PAIRED	RANDOM	METAGENOMIC	freshwater metagenome	ILLUMINA	2020-08-20T00:00:00Z	NR.LS.2.U.17	SRP278252	Metagenome or environmental	35.927978 N 128.311344 E	NR.2.U_17						Nakdong-River			freshwater
SRR12486995	WGS	302	17221585938	PRJNA658184	SAMN15860808	7731722504	CHUNG-ANG UNIVERSITY	30/04/2021	public	fastq,sra	gs,s3	gs.US,s3.us-east-1	SRX8978852	South Korea	Asia	Korea:Sunchang		HiSeq X Ten	PAIRED	RANDOM	METAGENOMIC	freshwater metagenome	ILLUMINA	2020-08-20T00:00:00Z	SR.LS.1.D.17	SRP278252	Metagenome or environmental	35.364169 N 127.146461 E	SR.1.D_17						Seomjin-River			freshwater
SRR12486996	WGS	302	16797402174	PRJNA658184	SAMN15860807	7684629563	CHUNG-ANG UNIVERSITY	30/04/2021	public	fastq,sra	gs,s3	s3.us-east-1,gs.US	SRX8978851	South Korea	Asia	Korea:Sunchang		HiSeq X Ten	PAIRED	RANDOM	METAGENOMIC	wastewater metagenome	ILLUMINA	2020-08-20T00:00:00Z	SR.LS.1.E.17	SRP278252	Metagenome or environmental	35.364169 N 127.146461 E	SR.1.E_17						Seomjin-River			freshwater
SRR12904131	WGS	462	220247219	PRJNA672207	SAMN16560604	135061407	JIANGSU UNIVERSITY	30/04/2021	public	sra,fastq	s3,gs	gs.US,s3.us-east-1	SRX9369014	China	Asia	China: Yangtze River		Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	freshwater metagenome	ILLUMINA	2020-10-26T00:00:00Z	freshwaterujs	SRP288687	Metagenome or environmental	32.13 N 119.43 E	4zhenjiang									freshwater
SRR14308507	WGS	461	2612219	PRJNA672207	SAMN16560604	2040731	JIANGSU UNIVERSITY	30/04/2021	public	sra,fastq	gs,s3	gs.US,s3.us-east-1	SRX10663920	China	Asia	China: Yangtze River		Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-04-23T00:00:00Z	freshwaterujs	SRP288687	Metagenome or environmental	32.13 N 119.43 E	WaterControl									freshwater
SRR16768025	WGS	300	6427819500	PRJNA748243	SAMN20327783	1888234593	UNIVERSITY OF EAST ANGLIA	30/04/2021	public	sra,fastq	s3,ncbi,gs	s3.us-east-1,gs.US,ncbi.public	SRX12967965	Romania	Europe	Romania		Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-12-03T00:00:00Z	MG_5_R1	SRP344500	Metagenome or environmental	45.7507 N 26.8330 E	MG_5_R1									freshwater
SRR16768026	WGS	300	3721263000	PRJNA748243	SAMN20327781	1110850177	UNIVERSITY OF EAST ANGLIA	29/04/2021	public	fastq,sra	gs,s3	gs.US,s3.us-east-1	SRX12967964	Romania	Europe	Romania		Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-12-03T00:00:00Z	MG_4_R1	SRP344500	Metagenome or environmental	45.7507 N 26.8330 E	MG_4_R1									freshwater
SRR16768027	WGS	300	6718260000	PRJNA748243	SAMN20327779	2176831193	UNIVERSITY OF EAST ANGLIA	30/04/2021	public	fastq,sra	s3,gs,ncbi	gs.US,ncbi.public,s3.us-east-1	SRX12967963	USA	North America	USA: NYC		Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-12-03T00:00:00Z	MG_3_R1	SRP344500	Metagenome or environmental	42.7042 N 78.6812 W	MG_3_R1									freshwater
SRR16831283	WGS	10632	3944496	PRJNA748244	SAMN22942596	1077020	UNIVERSITY OF EAST ANGLIA	30/04/2021	public	fastq,sra	s3,gs	s3.us-east-1,gs.US	SRX13024502	USA	North America	USA: NYS		Illumina HiSeq X	SINGLE	RANDOM	METAGENOMIC	sediment metagenome	ILLUMINA	2021-12-03T00:00:00Z	MAG_38p	SRP344847	Metagenome or environmental	42.7042 N 78.6812 W	MAG_38p									freshwater
SRR16831290	WGS	5708	3487664	PRJNA748244	SAMN22942604	963844	UNIVERSITY OF EAST ANGLIA	30/04/2021	public	fastq,sra	ncbi,s3,gs	s3.us-east-1,ncbi.public,gs.US	SRX13024495	Romania	Europe	Romania		Illumina HiSeq X	SINGLE	RANDOM	METAGENOMIC	sediment metagenome	ILLUMINA	2021-12-03T00:00:00Z	MAG_27a	SRP344847	Metagenome or environmental	45.7507 N 26.8330 E	MAG_27a									freshwater
SRR16831293	WGS	17345	3815928	PRJNA748244	SAMN22942601	1044390	UNIVERSITY OF EAST ANGLIA	30/04/2021	public	sra,fastq	s3,ncbi,gs	s3.us-east-1,gs.US,ncbi.public	SRX13024492	Romania	Europe	Romania		Illumina HiSeq X	SINGLE	RANDOM	METAGENOMIC	sediment metagenome	ILLUMINA	2021-12-03T00:00:00Z	MAG_19a	SRP344847	Metagenome or environmental	45.7507 N 26.8330 E	MAG_19a									freshwater
SRR16831295	WGS	22641	3486745	PRJNA748244	SAMN22942591	960688	UNIVERSITY OF EAST ANGLIA	29/04/2021	public	sra,fastq	s3,gs	gs.US,s3.us-east-1	SRX13024490	USA	North America	USA: NYS		Illumina HiSeq X	SINGLE	RANDOM	METAGENOMIC	sediment metagenome	ILLUMINA	2021-12-03T00:00:00Z	MAG_14p	SRP344847	Metagenome or environmental	42.7042 N 78.6812 W	MAG_14p									freshwater
ERR5621736	WGS	302	4887530552	PRJEB43623	SAMEA8445929	1980673469	NORWEGIAN VETERINARY INSTITUTE	30/04/2021	public	sra,fastq	s3,gs	gs.US,s3.us-east-1	ERX5340141	Norway	Europe	Norway		Illumina HiSeq 3000	PAIRED	RANDOM	GENOMIC	air metagenome	ILLUMINA	2021-05-19T00:00:00Z	SAMEA8445929	ERP127598		59.9138 N 10.7522 E		building	animal house	air	metagenome	EJP-AIRSAMPLE Pilot experiment				air
ERR5621737	WGS	302	4784549156	PRJEB43623	SAMEA8445930	1922786432	NORWEGIAN VETERINARY INSTITUTE	30/04/2021	public	fastq,sra	gs,s3	gs.US,s3.us-east-1	ERX5340142	Norway	Europe	Norway		Illumina HiSeq 3000	PAIRED	RANDOM	GENOMIC	air metagenome	ILLUMINA	2021-05-19T00:00:00Z	SAMEA8445930	ERP127598		59.913077 N 10.7522 E		building	animal house	air	metagenome	EJP-AIRSAMPLE Pilot experiment				air
ERR5621738	WGS	302	8055579710	PRJEB43623	SAMEA8445931	3264685587	NORWEGIAN VETERINARY INSTITUTE	30/04/2021	public	sra,fastq	s3,gs	gs.US,s3.us-east-1	ERX5340143	Norway	Europe	Norway		Illumina HiSeq 3000	PAIRED	RANDOM	GENOMIC	air metagenome	ILLUMINA	2021-05-19T00:00:00Z	SAMEA8445931	ERP127598		59.913077 N 10.7522 E		building	animal house	air	metagenome	EJP-AIRSAMPLE Pilot experiment				air
ERR5621739	WGS	302	9556967576	PRJEB43623	SAMEA8445932	3792032509	NORWEGIAN VETERINARY INSTITUTE	29/04/2021	public	sra,fastq	s3,gs	s3.us-east-1,gs.US	ERX5340144	Norway	Europe	Norway		Illumina HiSeq 3000	PAIRED	RANDOM	GENOMIC	air metagenome	ILLUMINA	2021-05-19T00:00:00Z	SAMEA8445932	ERP127598		59.913077 N 10.7522 E		building	animal house	air	metagenome	EJP-AIRSAMPLE Pilot experiment				air
ERR5621740	WGS	302	7035601890	PRJEB43623	SAMEA8445933	2850364134	NORWEGIAN VETERINARY INSTITUTE	29/04/2021	public	sra,fastq	gs,s3	s3.us-east-1,gs.US	ERX5340145	Norway	Europe	Norway		Illumina HiSeq 3000	PAIRED	RANDOM	GENOMIC	air metagenome	ILLUMINA	2021-05-19T00:00:00Z	SAMEA8445933	ERP127598		59.913077 N 10.7522 E		building	animal house	air	metagenome	EJP-AIRSAMPLE Pilot experiment				air
ERR5621741	WGS	302	6214646600	PRJEB43623	SAMEA8445934	2537405697	NORWEGIAN VETERINARY INSTITUTE	30/04/2021	public	fastq,sra	gs,s3	s3.us-east-1,gs.US	ERX5340146	Norway	Europe	Norway		Illumina HiSeq 3000	PAIRED	RANDOM	GENOMIC	air metagenome	ILLUMINA	2021-05-19T00:00:00Z	SAMEA8445934	ERP127598		59.913077 N 10.7522 E		building	animal house	air	metagenome	EJP-AIRSAMPLE Pilot experiment				air
ERR5621742	WGS	302	4189662610	PRJEB43623	SAMEA8445935	1800032891	NORWEGIAN VETERINARY INSTITUTE	30/04/2021	public	fastq,sra	s3,gs	gs.US,s3.us-east-1	ERX5340147	Norway	Europe	Norway		Illumina HiSeq 3000	PAIRED	RANDOM	GENOMIC	air metagenome	ILLUMINA	2021-05-19T00:00:00Z	SAMEA8445935	ERP127598		59.913077 N 10.7522 E		building	animal house	air	metagenome	EJP-AIRSAMPLE Pilot experiment				air
ERR5621743	WGS	302	4551737356	PRJEB43623	SAMEA8445936	1836430993	NORWEGIAN VETERINARY INSTITUTE	29/04/2021	public	sra,fastq	s3,gs	gs.US,s3.us-east-1	ERX5340148	Norway	Europe	Norway		Illumina HiSeq 3000	PAIRED	RANDOM	GENOMIC	air metagenome	ILLUMINA	2021-05-19T00:00:00Z	SAMEA8445936	ERP127598		59.913077 N 10.7522 E		building	animal house	air	metagenome	EJP-AIRSAMPLE Pilot experiment				air
ERR4392714	WGS	204	16852136096	PRJEB39497	SAMEA7090495	4931050628	ECOLOGY DEPARTMENT	13/12/2020	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4336527	USA	North America			Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2021-03-15T00:00:00Z	B2018_C3_60cm	ERP123019		38.886306 N 120.647694 W	unspecified	mixed conifer forest	forest floor	soil	metagenome	Substrate and warming effects on soil microbial communities				soil
ERR9924623	WGS	298	10720610827	PRJEB52753	SAMEA14371542	3254525288	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	12/03/2021	public	sra,fastq	gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1	ERX9468316	Greece	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	1	ERP137493		40.622991 N 23.074035 E	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924624	WGS	299	8356211164	PRJEB52753	SAMEA14371543	2519567671	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	12/03/2021	public	fastq,sra	ncbi,s3,gs	gs.US,s3.us-east-1,ncbi.public	ERX9468317	Greece	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	2	ERP137493		40.617725 N 23.056105 E	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924627	WGS	299	10235188038	PRJEB52753	SAMEA14371546	3099422772	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	12/03/2021	public	sra,fastq	gs,s3,ncbi	ncbi.public,gs.US,s3.us-east-1	ERX9468320	Greece	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371546	ERP137493		40.617725 N 23.056105 E	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924628	WGS	298	7740513821	PRJEB52753	SAMEA14371547	2362868057	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	12/03/2021	public	fastq,sra	gs,s3	gs.US,s3.us-east-1	ERX9468321	Greece	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371547	ERP137493		40.619619 N 23.082481 E	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924629	WGS	298	6651399373	PRJEB52753	SAMEA14371548	2015781654	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	12/03/2021	public	fastq,sra	gs,s3	gs.US,s3.us-east-1	ERX9468322	Greece	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371548	ERP137493		40.622991 N 23.074035 E	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924631	WGS	298	2802615510	PRJEB52753	SAMEA14371550	847904348	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	12/03/2021	public	sra,fastq	ncbi,gs,s3	ncbi.public,gs.US,s3.us-east-1	ERX9468324	Greece	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371550	ERP137493		40.619619 N 23.082481 E	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924632	WGS	298	8064081193	PRJEB52753	SAMEA14371551	2431148915	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	20/08/2020	public	fastq,sra	ncbi,s3,gs	gs.US,s3.us-east-1,ncbi.public	ERX9468325	Greece	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371551	ERP137493		40.622991 N 23.074035 E	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924633	WGS	298	3467287956	PRJEB52753	SAMEA14371552	1052761480	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	20/08/2020	public	sra,fastq	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.US	ERX9468326	Greece	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371552	ERP137493		40.617725 N 23.056105 E	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924634	WGS	298	5220721293	PRJEB52753	SAMEA14371553	1597360137	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	20/08/2020	public	fastq,sra	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.US	ERX9468327	Greece	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371553	ERP137493		40.619619 N 23.082481 E	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924635	WGS	298	4772273859	PRJEB52753	SAMEA14371554	1441216650	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	20/08/2020	public	sra,fastq	gs,s3,ncbi	ncbi.public,gs.US,s3.us-east-1	ERX9468328	Greece	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371554	ERP137493		40.622991 N 23.074035 E	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924639	WGS	298	2745590388	PRJEB52753	SAMEA14371588	852074357	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	20/08/2020	public	sra,fastq	gs,s3,ncbi	s3.us-east-1,ncbi.public,gs.US	ERX9468332	Greece	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371588	ERP137493		40.617725 N 23.056105 E	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924641	WGS	298	5950517300	PRJEB52753	SAMEA14371590	1804312675	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	20/08/2020	public	sra,fastq	ncbi,s3,gs	gs.US,s3.us-east-1,ncbi.public	ERX9468334	Greece	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371590	ERP137493		40.622991 N 23.074035 E	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924642	WGS	298	7372912003	PRJEB52753	SAMEA14371591	2229996634	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	20/08/2020	public	fastq,sra	s3,ncbi,gs	gs.US,s3.us-east-1,ncbi.public	ERX9468335	Greece	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371591	ERP137493		40.617725 N 23.056105 E	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924643	WGS	299	7657477052	PRJEB52753	SAMEA14371592	2298673677	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	20/08/2020	public	fastq,sra	gs,s3,ncbi	ncbi.public,s3.us-east-1,gs.US	ERX9468336	Greece	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371592	ERP137493		40.619619 N 23.082481 E	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924644	WGS	298	4345791857	PRJEB52753	SAMEA14371593	1316003710	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	20/08/2020	public	sra,fastq	gs,ncbi,s3	s3.us-east-1,gs.US,ncbi.public	ERX9468337	Greece	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371593	ERP137493		40.622991 N 23.074035 E	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924647	WGS	298	10554375305	PRJEB52753	SAMEA14371596	3192075320	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	14/01/2020	public	fastq,sra	gs,s3,ncbi	ncbi.public,s3.us-east-1,gs.US	ERX9468340	Greece	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371596	ERP137493		40.622991 N 23.074035 E	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924649	WGS	298	5192048100	PRJEB52753	SAMEA14371598	1565172750	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	10/12/2020	public	fastq,sra	ncbi,s3,gs	s3.us-east-1,gs.US,ncbi.public	ERX9468342	Greece	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371598	ERP137493		40.619619 N 23.082481 E	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924651	WGS	298	9516153428	PRJEB52753	SAMEA14371600	2850383638	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	12/11/2019	public	fastq,sra	ncbi,s3,gs	gs.US,s3.us-east-1,ncbi.public	ERX9468344	Greece	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371600	ERP137493		40.617725 N 23.056105 E	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924653	WGS	298	5396442521	PRJEB52753	SAMEA14371603	1635115937	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	20/10/2019	public	sra,fastq	s3,ncbi,gs	ncbi.public,gs.US,s3.us-east-1	ERX9468346	Spain	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371603	ERP137493		40.13179 N 3.51384 W	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924654	WGS	298	5917401066	PRJEB52753	SAMEA14371606	1798948146	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	30/04/2021	public	fastq,sra	gs,s3	gs.US,s3.us-east-1	ERX9468347	Spain	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371606	ERP137493		40.13179 N 3.51384 W	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924655	WGS	297	6293245995	PRJEB52753	SAMEA14371609	1898516037	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	30/04/2021	public	fastq,sra	gs,ncbi,s3	gs.US,s3.us-east-1,ncbi.public	ERX9468348	Spain	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371609	ERP137493		40.13179 N 3.51384 W	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924656	WGS	297	5653053179	PRJEB52753	SAMEA14371612	1721372933	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	30/04/2021	public	fastq,sra	gs,s3	gs.US,s3.us-east-1	ERX9468349	Spain	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371612	ERP137493		40.13179 N 3.51384 W	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924657	WGS	297	9429595893	PRJEB52753	SAMEA14371615	2851169226	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	30/04/2021	public	sra,fastq	gs,s3,ncbi	s3.us-east-1,gs.US,ncbi.public	ERX9468350	Spain	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371615	ERP137493		40.13179 N 3.51384 W	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924658	WGS	298	5503016420	PRJEB52753	SAMEA14371648	1673906322	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	30/04/2021	public	fastq,sra	ncbi,gs,s3	gs.US,s3.us-east-1,ncbi.public	ERX9468351	Spain	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371648	ERP137493		40.13179 N 3.51384 W	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924659	WGS	299	13082140639	PRJEB52753	SAMEA14371651	3944002251	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	24/10/2019	public	fastq,sra	gs,s3,ncbi	s3.us-east-1,gs.US,ncbi.public	ERX9468352	Spain	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371651	ERP137493		40.13179 N 3.51384 W	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924660	WGS	298	5360176133	PRJEB52753	SAMEA14371654	1632091429	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	07/11/2019	public	fastq,sra	s3,ncbi,gs	ncbi.public,gs.US,s3.us-east-1	ERX9468353	Spain	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371654	ERP137493		40.13179 N 3.51384 W	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924661	WGS	298	5502088088	PRJEB52753	SAMEA14371657	1659602976	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	05/11/2019	public	fastq,sra	ncbi,s3,gs	s3.us-east-1,ncbi.public,gs.US	ERX9468354	Spain	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371657	ERP137493		40.13179 N 3.51384 W	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924662	WGS	297	11322815547	PRJEB52753	SAMEA14371660	3448777435	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	14/10/2019	public	fastq,sra	s3,ncbi,gs	s3.us-east-1,ncbi.public,gs.US	ERX9468355	Spain	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371660	ERP137493		40.13179 N 3.51384 W	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924663	WGS	298	3984131878	PRJEB52753	SAMEA14371662	1201640082	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	25/10/2019	public	fastq,sra	s3,ncbi,gs	gs.US,ncbi.public,s3.us-east-1	ERX9468356	Estonia	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371662	ERP137493		58.710316 N 23.793381 E	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924664	WGS	298	5744853154	PRJEB52753	SAMEA14371663	1740847139	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	01/06/2021	public	sra,fastq	gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1	ERX9468357	Estonia	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371663	ERP137493		58.739891 N 23.704385 E	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924665	WGS	298	8543636443	PRJEB52753	SAMEA14371664	2580145700	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	01/06/2021	public	sra,fastq	s3,gs,ncbi	gs.US,s3.us-east-1,ncbi.public	ERX9468358	Estonia	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371664	ERP137493		58.725926 N 23.600713 E	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
ERR9924667	WGS	297	5635241536	PRJEB52753	SAMEA14371666	1706963451	CENTRE FOR ECOLOGY AND HYDROLOGY, UNITED KINGDOM	01/06/2021	public	fastq,sra	ncbi,s3,gs	s3.us-east-1,ncbi.public,gs.US	ERX9468360	Estonia	Europe		0.1	Illumina NovaSeq 6000	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	2022-07-14T00:00:00Z	SAMEA14371666	ERP137493		58.739891 N 23.704385 E	Metagenome		soil	soil	mimarks-survey	Disturbance Grassland Soils				soil
